"site","species","replicate","week","tray","date.x","sample_ID","weight_mg","N2_amp","nitro_perc","n15","CO2_Amp","carbon_perc","c13","uniqueid.x","Date.x","obs","time","elapsed","date.y","hhmmss","averaging","treatment","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","X.Pcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","date2","Date.y","uniqueid.y","date","drymass_g","area_cm2","Date","uniqueid","sla_cm2g","lma_gm2","amass","nmass","nue"
"c","m",5,8,2,"7/13/2022",123,3.12,"2,823",2.28,2.51,"9,799",47.19,-27.92,"m-c",2022-07-13,13,1657721951,2584.5,"20220713 10:19:11","10:19:11",10,"m",1657721946,0.003554407,3.554407012,12.11799095,411.861,270.8312369,27.04172656,41.12314618,0.155938534,2.384521255,0.150486617,0.094528089,238.0502543,30.55477023,30.6087,4.411697781,50.07767922,2.130628779,4.254647605,2.281069002,-156.7493492,-81.30080639,-7.603092897,-7.602994152,6,1,1,0,25229.31967,1500.001429,1264.501071,0.842999911,0.158700018,3,0.5,"0: Broadleaf",2,1657721946,411.861,420.0048571,21.33890476,19.25312381,409.847,21.00685238,500.3248095,99.74718571,0.099962171,29.97627619,30.6087,999.9,0,0,5003.601429,549.9681905,94.48727143,1500.001429,"0.899999381",0.100000495,32,30875.2,1657721976,"10:19:36",1657721976,1657715840,20,0.08,0.039,2.014,0.336,420,22,0.23,0.16,100,100,2.014,0.3319,1.95613255,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,7.9,101.9,19,209.847,499.112,29.3563,31.9836,30.0002,32.0046,31.9678,21.6686,29.3861,0,29.3668,420,19.2156,99.57,100.395,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 10:19:11,2022-07-13,"m-c","7/13/2022",0.094,8.242,2022-07-13,"m-c",87.6808510638298,114.049987867023,1062.51575967979,22.8,46.6015684070082
"p","d",1,1,1,"5/24/2022",30,3.06,"1,939",1.65,2.76,"8,809",47.09,-26.84,"d-p",2022-05-24,2,1653491452,209.5,"20220525 11:10:52","11:10:52",10,"d",1653491447,0.001895418,1.895417611,8.472268842,414.43,248.9033837,25.22479359,41.99987583,0.089522609,2.410350598,0.087715638,0.054981585,238.0502272,31.06903948,29.87058,4.228880937,49.51987854,2.107438501,4.255742467,2.121442436,-83.58791666,14.31689105,1.319738679,170.0989403,0,0,1,0,25559.39936,1500.0005,1264.500428,0.843000004,0.158700099,3,0.5,"0: Broadleaf",2,1653491447,414.43,419.98035,20.79496,19.682225,410.806,20.175705,500.38935,101.24395,0.099765045,29.980755,29.87058,999.9,0,0,4995.4675,587.6026,189.86905,1500.0005,"0.89999855",0.100001405,24,30875.175,1653491470,"11:11:10",1653491470,1653484020,15,-0.126,0.053,3.624,0.581,420,19,0.59,0.12,100,100,3.624,0.6201,3.77110326,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3,123.9,19,517.331,406.07,38.5371,26.0654,29.998,26.2615,26.2194,19.4163,28.5816,98.0973,38.5457,420,19.7997,99.8214,100.147,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:10:52,2022-05-25,"d-p","5/24/2022",0.108,17.3,2022-05-24,"d-p",160.185185185185,62.4277456647399,1357.13195339444,16.5,82.2504214178451
"p","d",1,10,1,"7/26/2022",15,2.96,"1,626",1.41,1.84,"8,696",47.05,-27.61,"d-p",2022-07-26,2,1658927017,180.5,"20220727 09:03:36","9:03:36",10,"d",1658927009,0.003845942,3.845942352,11.09953138,411.0899677,295.5343361,29.59020466,41.16014552,0.179455762,2.110443078,0.171388813,0.107812569,238.4925243,30.54552522,30.18583226,4.306138111,50.03840536,2.131590167,4.259908268,2.174547943,-169.6060577,-21.39544133,-2.25622007,45.23480519,255,25,1,0,25257.94613,1502.79,1266.851402,0.842999622,0.158699835,6,0.5,"0: Broadleaf",2,1658927009,411.0899677,418.6980645,21.2894129,19.03104516,409.5359677,20.98303871,1000.031419,100.0242903,0.100131942,29.9977871,30.18583226,999.9,0,0,4996.814516,527.5400323,435.813129,1502.79,"0.900001",0.0999986,27.7083,30013.9,1658927050,"9:04:09",1658927050,1657715840,2,0.004,0.039,1.554,0.336,415,22,0.11,0.16,100,100,1.554,0.3068,1.56966771,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.5,20186.3,1.57959,2.41333,3.35327,3.05054,3.39966,2.40967,31.608,14.85,19,319.928,864.348,32.9946,27.2797,29.998,26.5453,26.4549,31.5767,27.5089,87.9216,32.7579,420,18.9872,100.072,100.89,2022-07-27 09:03:36,2022-07-27,"d-p","7/27/2022",0.1014,9.38,2022-07-27,"d-p",92.5049309664694,108.102345415778,1026.76138406706,14.1,72.8199563168129
"p","d",1,3,1,"6/8/2022",94,3.25,"2,055",1.69,3.47,"9,721",45.32,-25.8,"d-p",2022-06-08,2,1654779930,164,"20220609 09:05:29","9:05:29",10,"d",1654779924,0.003149532,3.149531538,9.829909551,412.1355,290.3019628,28.83171405,40.93176901,0.147865866,2.373773949,0.142932806,0.089762509,238.0484508,30.89480239,29.944505,4.246888065,49.43205708,2.128691738,4.306298107,2.118196327,-138.8943408,30.9667267,2.902529806,133.0233665,0,0,1,0,25071.2163,1499.9885,1264.490591,0.843000191,0.158700184,3,0.5,"0: Broadleaf",2,1654779924,412.1355,418.80905,21.43346,19.585135,407.7365,20.954065,500.24095,99.21612,0.10017043,30.18648,29.944505,999.9,0,0,5002.5,572.95685,1085.0682,1499.9885,"0.899998",0.10000215,28.604165,30874.935,1654779949,"9:05:48",1654779949,1654779588,3,-0.034,0.061,4.399,0.481,416,21,0.23,0.17,100,100,4.399,0.4786,4.453083835,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.3,5.7,19,499.781,539.022,31.315,29.4404,29.9998,29.4303,29.3809,19.8266,35.3061,95.8132,31.1951,420,19.5203,98.9358,99.0409,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 09:05:29,2022-06-09,"d-p","6/8/2022",0.176,20.92,2022-06-08,"d-p",118.863636363636,84.1300191204589,1168.4187943575,16.9,69.137206766716
"p","d",1,5,1,"6/22/2022",84,2.95,"1,920",1.68,2.4,"9,043",44.59,-26.23,"d-p",2022-06-22,2,1655903221,168.5,"20220622 09:07:00","9:07:00",10,"d",1655903215,0.00394469,3.944689762,12.551354,411.4851905,285.5931771,28.57162319,41.16624889,0.183444074,2.387273745,0.175957218,0.110620464,238.0491306,30.53115157,30.20380952,4.310580529,50.01347001,2.140075516,4.278998269,2.170505013,-173.9608185,-16.49417058,-1.538395744,46.05574583,0,0,1,0,25254.75241,1499.994286,1264.495198,0.84300001,0.158700025,3,0.5,"0: Broadleaf",2,1655903215,411.4851905,419.9840952,21.3915381,19.0769381,406.9881905,20.97700476,500.3421905,99.94302381,0.100063638,30.07565238,30.20380952,999.9,0,0,5000.892857,555.8855238,532.2735238,1499.994286,"0.899999667",0.100000333,31,30875.06667,1655903238,"9:07:17",1655903238,1655902800,3,-0.038,-0.048,4.497,0.412,420,21,0.28,0.05,100,100,4.497,0.4142,4.556212455,0.000397065,-1.31e-06,5.62e-10,0.188456922,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,2.5,7,19,505.929,526.472,28.851,30.7916,29.9995,30.7181,30.6616,21.5409,38.2487,84.7162,28.8558,420,19.035,98.7211,98.7063,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22 09:07:00,2022-06-22,"d-p","6/21/2022",0.19821,21.11,2022-06-21,"d-p",106.503203672872,93.8938891520606,1336.75941143232,16.8,79.5690125852571
"p","d",1,8,2,"7/13/2022",138,3.06,"1,585",1.25,2.42,"9,438",45.53,-26.75,"d-p",2022-07-13,2,1657716227,138,"20220713 08:43:47","8:43:47",10,"d",1657716222,0.003181457,3.181457136,8.07028182,413.2253333,307.5762212,30.77961907,41.352086,0.143561093,2.391959437,0.138940379,0.087240501,238.0500476,30.7424904,30.37357619,4.352729427,49.98477628,2.13557621,4.272453273,2.217153217,-140.3022597,-41.85705373,-3.89908096,51.99165318,1,0,1,0,25326.40506,1499.999524,1264.499592,0.842999996,0.158700082,3,0.5,"0: Broadleaf",2,1657716222,413.2253333,418.8526667,21.3405,19.47356667,411.5363333,21.0084,500.322619,99.97154762,0.099969457,30.04899048,30.37357619,999.9,0,0,5011.548571,559.2472857,127.0385714,1499.999524,"0.899998762",0.10000119,30,30875.15714,1657716245,"8:44:04",1657716245,1657715840,3,-0.028,0.039,1.689,0.336,416,22,0.31,0.16,100,100,1.689,0.3323,1.73701756,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,1.9,6.5,19,211.883,507.419,30.758,29.7078,30.0001,29.534,29.4686,19.4939,31.9142,94.4814,30.7436,420,19.4751,100.088,100.74,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 08:43:47,2022-07-13,"d-p","7/12/2022",0.182,17.916,2022-07-12,"d-p",98.4395604395604,101.585175262335,794.434994984176,12.5,63.5547995987341
"p","d",2,1,1,"5/24/2022",31,3.33,"2,238",1.72,4.25,"9,244",45.64,-26.61,"d-p",2022-05-24,4,1653491883,640.5,"20220525 11:18:03","11:18:03",10,"d",1653491878,0.001504834,1.504834032,6.526821474,415.6817,258.6851156,26.21891973,42.13124169,0.072715826,2.409720791,0.071518445,0.044804965,238.0489668,31.30417419,29.70826,4.189575296,49.56976965,2.123369207,4.283597082,2.066206089,-66.3631808,50.16000763,4.623871101,226.4696647,0,0,1,0,25539.91958,1499.994,1264.494921,0.842999986,0.158699946,3,0.5,"0: Broadleaf",2,1653491878,415.6817,419.96855,20.94991,20.066865,412.1737,20.32643,500.5321,101.25375,0.10082415,30.094365,29.70826,999.9,0,0,4993.376,587.75115,114.0626,1499.994,"0.90000075",0.09999926,23,30875.075,1653491901,"11:18:21",1653491901,1653484020,17,-0.064,0.053,3.508,0.581,420,19,0.26,0.12,100,100,3.508,0.6238,3.592622477,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.3,131.1,19,494.003,406.489,39.6528,24.8528,29.9999,24.9866,24.9523,19.5151,27.033,100,39.6236,420,20.1258,100.044,100.36,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:18:03,2022-05-25,"d-p","5/24/2022",0.075,12.63,2022-05-24,"d-p",168.4,59.3824228028503,1099.1167362216,17.2,63.9021358268372
"p","d",2,10,1,"7/26/2022",16,3.06,"1,527",1.28,1.97,"8,889",46.81,-27.71,"d-p",2022-07-26,4,1658927359,522.5,"20220727 09:09:18","9:09:18",10,"d",1658927351,0.002443792,2.443792324,6.719480558,415.1822,296.1087456,29.65266917,41.57682138,0.104362195,2.111082143,0.101578431,0.063730445,238.4925243,31.15825256,30.80274,4.460885418,49.67610448,2.130965537,4.289719492,2.329919881,-107.7712415,-77.78981534,-8.230723251,44.70074423,257,26,1,0,25259.04614,1502.79,1266.851402,0.842999622,0.158699835,6,0.5,"0: Broadleaf",2,1658927351,415.1822,419.8227667,21.27962,19.84451333,413.9102,20.97351333,999.9769667,100.0413,0.099846167,30.11925,30.80274,999.9,0,0,4998,519.5687667,336.4715,1502.79,"0.900001",0.0999986,27.7083,30013.9,1658927379,"9:09:38",1658927379,1657715840,4,-0.047,0.039,1.272,0.336,420,22,0.51,0.16,100,100,1.272,0.3062,1.341125186,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,1.9,20192,1.64673,2.45239,3.35327,3.05054,3.39966,2.37793,32.976,14.7975,19,319.112,842.293,30.7493,28.5254,30.0001,28.176,28.1077,32.9316,26.6637,84.9151,30.7467,420,19.8505,99.8514,100.733,2022-07-27 09:09:18,2022-07-27,"d-p","7/27/2022",0.107,12.76,2022-07-27,"d-p",119.252336448598,83.8557993730408,801.31375626243,12.8,62.6026372080023
"p","d",2,3,1,"6/8/2022",95,2.95,"1,474",1.31,4.13,"8,907",44.13,-26.38,"d-p",2022-06-08,4,1654780460,694.5999999,"20220609 09:14:20","9:14:20",10,"d",1654780455,0.001107666,1.107665974,4.189175182,417.0825238,265.7443702,26.39726135,41.43017735,0.048758777,2.375153419,0.048209454,0.030179747,238.0519257,31.26740303,30.31274762,4.337586087,50.22629821,2.12958833,4.239986632,2.207997757,-48.84806947,-50.77702382,-4.758904639,133.6679277,0,0,1,0,25113.62359,1500.011905,1264.510028,0.842999995,0.158700024,3,0.5,"0: Broadleaf",2,1654780455,417.0825238,419.8718571,21.43881905,20.78878571,412.6625238,20.95929524,500.244619,99.23389524,0.099390105,29.91620476,30.31274762,999.9,0,0,5005.18,562.9361905,132.9737619,1500.011905,"0.899999619",0.100000362,28.02182857,30875.41905,1654780484,"9:14:44",1654780484,1654779588,5,-0.07,0.061,4.42,0.481,420,21,0.33,0.17,100,100,4.42,0.4792,4.51051975,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.6,14.5,19,506.981,528.022,34.5818,29.6209,29.9995,29.6048,29.5512,21.49,31.6988,87.1763,34.6073,420,20.6986,98.8944,99.0092,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 09:14:20,2022-06-09,"d-p","6/8/2022",0.173,18.52,2022-06-08,"d-p",107.052023121387,93.4125269978402,448.459678443006,13.1,34.2335632399241
"p","d",2,5,1,"6/22/2022",85,3.03,"1,311",1.15,3.28,"8,944",43.2,-26.08,"d-p",2022-06-22,4,1655903699,647,"20220622 09:14:59","9:14:59",10,"d",1655903694,0.001321722,1.321721706,2.839889232,417.95025,318.8224067,31.89246736,41.80843136,0.054278051,2.384120025,0.053600784,0.033560636,238.0495624,31.36290405,30.98574,4.50771154,49.586909,2.122807703,4.280984126,2.384903837,-58.28792723,-115.9371189,-10.87005536,52.95446084,0,0,1,0,25207.04357,1499.9975,1264.497987,0.843000063,0.158699973,3,0.5,"0: Broadleaf",2,1655903694,417.95025,419.98435,21.22127,20.445555,413.60725,20.811475,500.3151,99.93203,0.10004644,30.083735,30.98574,999.9,0,0,4993.312,550.02005,603.34455,1499.9975,"0.90000065",0.099999445,32,30875.115,1655903716,"9:15:16",1655903716,1655902800,5,0.012,-0.048,4.343,0.412,420,21,0.35,0.05,100,100,4.343,0.4096,4.351679545,0.000397065,-1.31e-06,5.62e-10,0.188456922,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.5,15,19,504.435,526.607,28.9221,30.3093,30,30.3308,30.2986,21.6133,31.5567,72.4095,28.8956,420,20.5139,98.8087,98.78,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22 09:14:59,2022-06-22,"d-p","6/21/2022",0.28957,27.63,2022-06-21,"d-p",95.417342956798,104.80275063337,270.974684809062,11.5,23.5630160703532
"p","d",2,8,2,"7/13/2022",139,3.07,"1,135",0.89,3.96,"9,276",44.37,-26.99,"d-p",2022-07-13,4,1657716540,450.5,"20220713 08:48:59","8:48:59",10,"d",1657716534,0.003133939,3.133938966,7.499309542,414.44215,312.6607734,31.29269414,41.47949644,0.139571631,2.384956095,0.135187549,0.084874639,238.0494979,30.87061428,30.49091,4.38206998,49.70969015,2.137449061,4.29986398,2.244620918,-138.2067084,-42.49430447,-3.974560737,53.37392434,1,0,1,0,25211.15041,1499.9965,1264.497042,0.842999995,0.158700036,3,0.5,"0: Broadleaf",2,1657716534,414.44215,419.71755,21.35631,19.51732,412.88315,21.023755,500.33055,99.985155,0.09997494,30.160415,30.49091,999.9,0,0,4992.813,558.5474,440.90875,1499.9965,"0.89999945",0.100000525,30,30875.11,1657716560,"8:49:19",1657716560,1657715840,4,-0.129,0.039,1.559,0.336,419,22,0.33,0.16,100,100,1.559,0.3326,1.709125039,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.9,11.7,19,211.959,505.694,30.3286,29.9445,30.0003,29.8368,29.7832,21.1258,32.8811,86.6325,30.1955,420,19.4781,100.046,100.718,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 08:48:59,2022-07-13,"d-p","7/12/2022",0.165,14.508,2022-07-12,"d-p",87.9272727272727,113.73035566584,659.393835365673,8.9,74.0891949849071
"p","d",3,1,1,"5/24/2022",32,3.3,"3,411",2.56,2.78,"9,490",47.27,-25.47,"d-p",2022-05-24,8,1653492827,1584.6,"20220525 11:33:47","11:33:47",10,"d",1653492822,0.00194698,1.946980116,8.968566885,414.1329524,238.7715347,24.20585375,41.98340347,0.089166544,2.413284327,0.087375895,0.054767822,238.0499924,31.19500183,30.2115619,4.312497476,49.52959326,2.125267415,4.290904235,2.187230062,-85.86182311,-11.38418616,-1.05064012,139.753343,0,0,1,0,25590.3317,1499.998095,1264.498512,0.843000079,0.158700196,3,0.5,"0: Broadleaf",2,1653492822,414.1329524,419.9928571,20.96407619,19.82135714,410.6889524,20.34020952,500.428381,101.2767619,0.099869019,30.1240619,30.2115619,999.9,0,0,5001.339524,585.5433333,350.4953333,1499.998095,"0.899997381",0.100002619,24,30875.10476,1653492848,"11:34:08",1653492848,1653484020,21,-0.018,0.053,3.444,0.581,420,19,0.18,0.12,100,100,3.444,0.6241,3.484116707,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,4.6,146.8,19,492.378,405.22,38.0901,24.333,30.0002,24.2315,24.1791,19.5904,25.0453,100,38.0006,420,19.9113,100.135,100.453,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:33:47,2022-05-25,"d-p","5/24/2022",0.056,9.48,2022-05-24,"d-p",169.285714285714,59.0717299578059,1518.25025124643,25.6,59.3066504393136
"p","d",3,10,1,"7/26/2022",17,3.37,"1,515",1.2,1.56,"9,180",45.27,-24.88,"d-p",2022-07-26,8,1658928173,1337,"20220727 09:22:53","9:22:53",10,"d",1658928165,0.003855153,3.855153142,11.23518958,412.2624333,301.5940023,30.22091748,41.31033403,0.190102166,2.113778654,0.181089053,0.113954833,238.4925243,30.60513825,29.74071333,4.197408272,49.85517873,2.13156231,4.27550831,2.065845962,-170.0122536,36.54938065,3.840911448,108.8705629,249,25,1,0,25311.59254,1502.79,1266.851402,0.842999622,0.158699835,6,0.5,"0: Broadleaf",2,1658928165,412.2624333,419.9570667,21.27223333,19.00837,411.1924333,20.96631667,1000.010567,100.1039,0.100073717,30.06144,29.74071333,999.9,0,0,5003.458333,503.7974,359.7224667,1502.79,"0.900001",0.0999986,27.7083,30013.9,1658928190,"9:23:09",1658928190,1657715840,8,-0.052,0.039,1.07,0.336,420,22,0.25,0.16,100,100,1.07,0.3053,1.144296533,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.9,20205.5,1.65894,2.46704,3.35327,3.04688,3.39966,2.3938,34.418,14.6837,19,322.694,830.678,32.4011,29.1136,30,28.98,28.9353,33.1636,32.4252,67.7643,32.3871,420,19.0573,99.7438,100.689,2022-07-27 09:22:53,2022-07-27,"d-p","7/27/2022",0.117,11.501,2022-07-27,"d-p",98.2991452991453,101.730284323102,1104.40953298786,12,92.0341277489886
"p","d",3,3,1,"6/8/2022",96,3.05,"2,017",1.71,2.28,"9,377",45.49,-24.66,"d-p",2022-06-08,9,1654781686,1920.1,"20220609 09:34:45","9:34:45",10,"d",1654781680,0.001277994,1.277993588,3.890509619,417.33985,283.4000787,28.16232124,41.47232059,0.052366422,2.376472327,0.051733719,0.032389783,238.0507679,31.31663464,30.914695,4.489481918,49.61493483,2.1162319,4.265312263,2.373250018,-56.35951724,-114.6465967,-10.77646104,56.26819285,0,0,1,0,25123.31456,1500.005,1264.504368,0.843000102,0.158699983,3,0.5,"0: Broadleaf",2,1654781680,417.33985,419.99275,21.29584,20.545775,412.76585,20.82025,500.2677,99.273035,0.09998339,30.01986,30.914695,999.9,0,0,5006.625,567.6191,170.0595,1500.005,"0.90000065",0.09999949,29,30875.27,1654781705,"9:35:04",1654781705,1654779588,9,-0.047,0.061,4.574,0.481,420,21,0.34,0.17,100,100,4.574,0.475,4.641426274,0.000397065,-1.31e-06,5.62e-10,0.25398333,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,10.3,35,19,499.578,521.631,32.1412,29.7713,29.9998,29.8243,29.7825,21.671,29.926,57.7492,32.1273,420,20.6375,98.8328,99.0025,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-09 09:34:45,2022-06-09,"d-p","6/8/2022",0.138,18.18,2022-06-08,"d-p",131.739130434783,75.9075907590759,512.532354155217,17.1,29.9726522897788
"p","d",3,5,1,"6/22/2022",86,2.82,"1,716",1.6,3.3,"8,705",44.86,-25.04,"d-p",2022-06-22,8,1655904533,1480.5,"20220622 09:28:52","9:28:52",10,"d",1655904527,0.00242936,2.429359782,5.397004766,416.2212,322.5713038,32.27847666,41.6496636,0.10988664,2.390628035,0.107155742,0.067212046,238.0510297,30.90191136,30.26222,4.325042106,50.06371475,2.129579325,4.253738133,2.19546278,-107.1347664,-37.33305022,-3.476364616,90.10684848,0,0,1,0,25312.94357,1500.0055,1264.504658,0.843000015,0.158700105,3,0.5,"0: Broadleaf",2,1655904527,416.2212,420.06395,21.28171,19.85591,413.8782,20.87022,500.2789,99.96637,0.099805385,29.972555,30.26222,999.9,0,0,5008.374,561.3279,359.14715,1500.0055,"0.8999985",0.100001465,31,30875.23,1655904556,"9:29:16",1655904556,1655902800,8,-1.976,-0.048,2.343,0.412,420,21,0.68,0.05,100,100,2.343,0.412,4.340623479,0.000397065,-1.31e-06,5.62e-10,0.188456922,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,7.5,28.9,19,506.415,515.712,31.5436,30.8496,29.9912,30.7899,30.734,21.6946,32.2807,48.0213,30.5943,420,19.9264,98.695,98.0459,NA,NA,NA,NA,NA,NA,NA,NA,2022-06-22 09:28:52,2022-06-22,"d-p","6/21/2022",0.15745,14.53,2022-06-21,"d-p",92.2832645284217,108.362009635237,498.053218481931,16,31.1283261551207
"p","d",3,8,2,"7/13/2022",140,3.09,"1,846",1.45,2.35,"9,627",46.39,-25.29,"d-p",2022-07-13,8,1657717322,1233,"20220713 09:02:02","9:02:02",10,"d",1657717317,0.003062154,3.062153914,6.87629298,415.1393,317.5922426,31.79540509,41.56122361,0.134699162,2.389430691,0.130618417,0.081992851,238.0489122,30.87959588,30.561625,4.399836103,49.55620514,2.129348041,4.296834342,2.270488062,-135.0409876,-53.2660072,-4.974163562,44.76775381,0,0,1,0,25278.38689,1499.9925,1264.493742,0.843000043,0.158700068,3,0.5,"0: Broadleaf",2,1657717317,415.1393,420.02365,21.26925,19.472565,413.6323,20.939125,500.42565,100.0139,0.100022275,30.14813,30.561625,999.9,0,0,5002.9075,558.35325,930.2372,1499.9925,"0.89999915",0.10000087,30,30875,1657717340,"9:02:20",1657717340,1657715840,8,-0.014,0.039,1.507,0.336,420,22,0.39,0.16,100,100,1.507,0.33,1.542790397,0.000397065,-1.31e-06,5.62e-10,0.105130872,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,3.4,24.7,19,212.438,494.722,29.3654,29.6535,30.0004,29.6337,29.5973,21.5825,36.626,64.8563,29.3283,420,19.415,100.105,100.78,NA,NA,NA,NA,NA,NA,NA,NA,2022-07-13 09:02:02,2022-07-13,"d-p","7/12/2022",0.165,13.204,2022-07-12,"d-p",80.0242424242424,124.962132687065,550.270136411636,14.5,37.9496645801129
"p","d",4,1,1,"5/24/2022",33,3.04,"2,328",1.92,2.37,"8,894",47.29,-25.66,"d-p",2022-05-24,12,1653493751,2508.1,"20220525 11:49:10","11:49:10",10,"d",1653493745,0.005346181,5.346180927,10.30565496,412.4883,338.4893745,34.30766084,41.80783729,0.280935541,2.409615218,0.263924851,0.166395473,238.0492515,30.04037178,29.499885,4.13958451,50.3983169,2.150191944,4.266396332,1.989392566,-235.7665789,68.12332291,6.271394519,76.67739006,0,0,1,0,25544.17203,1499.995,1264.495803,0.843000012,0.15870003,3,0.5,"0: Broadleaf",2,1653493745,412.4883,419.988,21.21442,18.07762,409.0673,20.58368,500.4557,101.25525,0.09995763,30.024285,29.499885,999.9,0,0,4993.0325,589.28035,427.5269,1499.995,"0.8999996",0.1000004,24,30875.07,1653493773,"11:49:33",1653493773,1653484020,23,0.161,0.053,3.421,0.581,420,19,0.24,0.12,100,100,3.421,0.6304,3.281509094,0.000397065,-1.31e-06,5.62e-10,0.415873853,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,7.1,162.2,19,494.354,402.823,36.8324,24.3392,30.0012,24.1932,24.1627,19.5777,31.5476,100,36.8429,420,18.0345,100.126,100.46,NA,NA,NA,NA,NA,NA,NA,NA,2022-05-25 11:49:10,2022-05-25,"d-p","5/24/2022",0.065,10.52,2022-05-24,"d-p",161.846153846154,61.787072243346,1667.93061814154,19.2,86.8713863615385
"p","d",4,10,1,"7/26/2022",18,3.14,"1,429",1.17,-0.01,"8,642",44.11,-25.86,"d-p",2022-07-26,12,1658928975,2139.1,"20220727 09:36:15","9:36:15",10,"d",1658928967,0.004421751,4.42175089,12.88443074,411.1846,300.6963585,30.13407577,41.2065778,0.219690252,2.112790124,0.20774254,0.130858367,232.4684111,30.35981859,29.76926667,4.204310493,50.0217523,2.138778316,4.275696508,2.065532176,-194.9992143,33.36725488,3.508657185,74.34510894,254,25,1,0,25292.7145,1464.83,1234.851646,0.84299997,0.158699925,6,0.5,"0: Broadleaf",2,1658928967,411.1846,420.0061667,21.34204667,18.74561333,409.8886,21.0342,999.9983333,100.1143,0.100002293,30.06220667,29.76926667,999.9,0,0,4999.791667,511.1919,796.9749667,1464.83,"0.900001",0.099999,28,29255.70333,1658928996,"9:36:36",1658928996,1657715840,11,0.109,0.039,1.296,0.336,420,22,0.31,0.16,100,100,1.296,0.3064,1.208897209,0.000397065,-1.31e-06,5.62e-10,0.080136647,-0.015677492,0.001668635,-1.94e-05,2,2011,1,26,6.5,20218.9,1.6626,2.4707,3.35327,3.04443,3.39966,2.41333,35.5683,14.5873,19,320.596,826.154,29.9838,29.9189,30.0009,29.8391,29.8136,33.2212,33.7988,42.2072,29.9425,420,18.7118,99.5512,100.542,2022-07-27 09:36:15,2022-07-27,"d-p","7/27/2022",0.132,13.234,2022-07-27,"d-p",100.257575757576,99.7430859906302,1291.76179100879,11.7,110.406990684512
